QUADRICULA,TET,crestlark,linnet,x,y
PF46,Q,0,0,647000,4561000
PF46,V,NA,NA,649000,4561000
PF56,A,NA,NA,651000,4561000
PF56,F,0,1,653000,4561000
PF56,K,NA,NA,655000,4561000
PF56,Q,NA,NA,657000,4561000
PF56,V,NA,NA,659000,4561000
PF66,A,0,1,661000,4561000
PF66,F,NA,NA,663000,4561000
PF66,K,0,0,665000,4561000
PF66,Q,NA,NA,667000,4561000
PF66,V,0,1,669000.0000000001,4561000
PF76,A,0,1,671000,4561000
PF76,F,NA,NA,673000,4561000
PF76,K,NA,NA,675000,4561000
PF76,Q,NA,NA,677000,4561000
PF76,V,0,1,679000,4561000
PF86,A,NA,NA,681000,4561000
PF86,F,NA,NA,683000,4561000
PF86,K,0,1,685000,4561000
PF86,Q,1,1,687000,4561000
PF86,V,0,1,689000,4561000
PF96,A,0,0,691000,4561000
PF96,F,NA,NA,693000,4561000
PF96,K,NA,NA,695000,4561000
PF96,Q,NA,NA,697000,4561000
PF96,V,NA,NA,699000,4561000
QF06,A,NA,NA,701000,4561000
QF06,F,NA,NA,703000,4561000
QF06,K,NA,NA,705000,4561000
QF06,Q,NA,NA,707000,4561000
QF06,V,NA,NA,709000,4561000
NF25,E,NA,NA,521000,4559000
NF25,J,NA,NA,523000,4559000
NF25,P,NA,NA,525000,4559000
NF25,U,NA,NA,527000,4559000
NF25,Z,NA,NA,529000,4559000
NF35,E,NA,NA,531000,4559000
NF35,J,NA,NA,533000,4559000
NF35,P,NA,NA,535000,4559000
NF35,U,NA,NA,537000,4559000
NF35,Z,NA,NA,539000,4559000
NF45,E,NA,NA,541000,4559000
NF45,J,NA,NA,543000,4559000
NF45,P,NA,NA,545000,4559000
NF45,U,NA,NA,547000,4559000
NF45,Z,0,0,549000,4559000
NF55,E,NA,NA,551000,4559000
NF55,J,NA,NA,552999.9999999999,4559000
NF55,P,0,0,555000,4559000
NF55,U,NA,NA,557000,4559000
NF55,Z,NA,NA,559000,4559000
NF65,E,0,1,561000,4559000
NF65,J,NA,NA,563000,4559000
NF65,P,0,0,565000,4559000
NF65,U,NA,NA,567000,4559000
NF65,Z,NA,NA,569000,4559000
NF75,E,NA,NA,571000,4559000
NF75,J,0,1,573000,4559000
NF75,P,NA,NA,575000,4559000
NF75,U,NA,NA,577000,4559000
NF75,Z,NA,NA,579000,4559000
NF85,E,NA,NA,581000,4559000
NF85,J,NA,NA,583000,4559000
NF85,P,NA,NA,585000,4559000
NF85,U,NA,NA,587000,4559000
NF85,Z,0,0,589000,4559000
NF95,E,NA,NA,591000,4559000
NF95,J,NA,NA,593000,4559000
NF95,P,NA,NA,595000,4559000
NF95,U,NA,NA,597000,4559000
NF95,Z,NA,NA,599000,4559000
PF05,E,NA,NA,601000,4559000
PF05,J,NA,NA,603000.0000000001,4559000
PF05,P,NA,NA,605000,4559000
PF05,U,0,1,607000,4559000
PF05,Z,NA,NA,609000,4559000
PF15,E,NA,NA,611000,4559000
PF15,J,NA,NA,613000,4559000
PF15,P,NA,NA,615000,4559000
PF15,U,NA,NA,617000,4559000
PF15,Z,NA,NA,618999.9999999999,4559000
PF25,E,0,0,621000,4559000
PF25,J,NA,NA,623000,4559000
PF25,P,0,0,625000,4559000
PF25,U,NA,NA,627000,4559000
PF25,Z,NA,NA,629000,4559000
PF35,E,0,0,631000,4559000
PF35,J,NA,NA,633000,4559000
PF35,P,NA,NA,635000,4559000
PF35,U,NA,NA,637000,4559000
PF35,Z,NA,NA,639000,4559000
PF45,E,NA,NA,641000,4559000
PF45,J,0,0,643000,4559000
PF45,P,NA,NA,645000,4559000
PF45,U,NA,NA,647000,4559000
PF45,Z,0,0,649000,4559000
PF55,E,NA,NA,651000,4559000
PF55,J,0,1,653000,4559000
PF55,P,NA,NA,655000,4559000
PF55,U,0,1,657000,4559000
PF55,Z,NA,NA,659000,4559000
PF65,E,NA,NA,661000,4559000
PF65,J,NA,NA,663000,4559000
PF65,P,0,0,665000,4559000
PF65,U,NA,NA,667000,4559000
PF65,Z,0,0,669000.0000000001,4559000
PF75,E,NA,NA,671000,4559000
PF75,J,NA,NA,673000,4559000
PF75,P,NA,NA,675000,4559000
PF75,U,NA,NA,677000,4559000
PF75,Z,NA,NA,679000,4559000
PF85,E,NA,NA,681000,4559000
PF85,J,NA,NA,683000,4559000
PF85,P,NA,NA,685000,4559000
PF85,U,NA,NA,687000,4559000
PF85,Z,0,1,689000,4559000
PF95,E,NA,NA,691000,4559000
PF95,J,NA,NA,693000,4559000
PF95,P,NA,NA,695000,4559000
PF95,U,NA,NA,697000,4559000
PF95,Z,NA,NA,699000,4559000
NF25,D,NA,NA,521000,4557000
NF25,I,NA,NA,523000,4557000
NF25,N,NA,NA,525000,4557000
NF25,T,0,0,527000,4557000
NF25,Y,0,0,529000,4557000
NF35,D,NA,NA,531000,4557000
NF35,I,NA,NA,533000,4557000
NF35,N,NA,NA,535000,4557000
NF35,T,NA,NA,537000,4557000
NF35,Y,NA,NA,539000,4557000
NF45,D,NA,NA,541000,4557000
NF45,I,0,0,543000,4557000
NF45,N,NA,NA,545000,4557000
NF45,T,NA,NA,547000,4557000
NF45,Y,NA,NA,549000,4557000
NF55,D,NA,NA,551000,4557000
NF55,I,0,0,552999.9999999999,4557000
NF55,N,NA,NA,555000,4557000
NF55,T,NA,NA,557000,4557000
NF55,Y,0,0,559000,4557000
NF65,D,NA,NA,561000,4557000
NF65,I,NA,NA,563000,4557000
NF65,N,NA,NA,565000,4557000
NF65,T,0,0,567000,4557000
NF65,Y,NA,NA,569000,4557000
NF75,D,0,1,571000,4557000
NF75,I,NA,NA,573000,4557000
NF75,N,0,1,575000,4557000
NF75,T,NA,NA,577000,4557000
NF75,Y,NA,NA,579000,4557000
NF85,D,NA,NA,581000,4557000
NF85,I,NA,NA,583000,4557000
NF85,N,NA,NA,585000,4557000
NF85,T,NA,NA,587000,4557000
NF85,Y,NA,NA,589000,4557000
NF95,D,NA,NA,591000,4557000
NF95,I,NA,NA,593000,4557000
NF95,N,NA,NA,595000,4557000
NF95,T,NA,NA,597000,4557000
NF95,Y,NA,NA,599000,4557000
PF05,D,0,0,601000,4557000
PF05,I,NA,NA,603000.0000000001,4557000
PF05,N,NA,NA,605000,4557000
PF05,T,NA,NA,607000,4557000
PF05,Y,NA,NA,609000,4557000
PF15,D,NA,NA,611000,4557000
PF15,I,NA,NA,613000,4557000
PF15,N,0,0,615000,4557000
PF15,T,NA,NA,617000,4557000
PF15,Y,0,1,618999.9999999999,4557000
PF25,D,NA,NA,621000,4557000
PF25,I,0,0,623000,4557000
PF25,N,NA,NA,625000,4557000
PF25,T,NA,NA,627000,4557000
PF25,Y,NA,NA,629000,4557000
PF35,D,NA,NA,631000,4557000
PF35,I,0,1,633000,4557000
PF35,N,NA,NA,635000,4557000
PF35,T,0,0,637000,4557000
PF35,Y,NA,NA,639000,4557000
PF45,D,NA,NA,641000,4557000
PF45,I,NA,NA,643000,4557000
PF45,N,NA,NA,645000,4557000
PF45,T,1,0,647000,4557000
PF45,Y,NA,NA,649000,4557000
PF55,D,0,0,651000,4557000
PF55,I,NA,NA,653000,4557000
PF55,N,NA,NA,655000,4557000
PF55,T,NA,NA,657000,4557000
PF55,Y,NA,NA,659000,4557000
PF65,D,NA,NA,661000,4557000
PF65,I,0,1,663000,4557000
PF65,N,NA,NA,665000,4557000
PF65,T,0,1,667000,4557000
PF65,Y,NA,NA,669000.0000000001,4557000
PF75,D,NA,NA,671000,4557000
PF75,I,NA,NA,673000,4557000
PF75,N,NA,NA,675000,4557000
PF75,T,NA,NA,677000,4557000
PF75,Y,NA,NA,679000,4557000
PF85,D,NA,NA,681000,4557000
PF85,I,0,1,683000,4557000
PF85,N,NA,NA,685000,4557000
PF85,T,0,1,687000,4557000
PF85,Y,NA,NA,689000,4557000
PF95,D,NA,NA,691000,4557000
PF95,I,NA,NA,693000,4557000
PF95,N,NA,NA,695000,4557000
PF95,T,NA,NA,697000,4557000
PF95,Y,NA,NA,699000,4557000
NF25,C,NA,NA,521000,4555000
NF25,H,NA,NA,523000,4555000
NF25,M,NA,NA,525000,4555000
NF25,S,0,0,527000,4555000
NF25,X,0,0,529000,4555000
NF35,C,NA,NA,531000,4555000
NF35,H,NA,NA,533000,4555000
NF35,M,NA,NA,535000,4555000
NF35,S,NA,NA,537000,4555000
NF35,X,NA,NA,539000,4555000
NF45,C,0,0,541000,4555000
NF45,H,NA,NA,543000,4555000
NF45,M,NA,NA,545000,4555000
NF45,S,NA,NA,547000,4555000
NF45,X,0,0,549000,4555000
NF55,C,0,0,551000,4555000
NF55,H,NA,NA,552999.9999999999,4555000
NF55,M,0,0,555000,4555000
NF55,S,NA,NA,557000,4555000
NF55,X,NA,NA,559000,4555000
NF65,C,NA,NA,561000,4555000
NF65,H,NA,NA,563000,4555000
NF65,M,0,0,565000,4555000
NF65,S,NA,NA,567000,4555000
NF65,X,0,0,569000,4555000
NF75,C,NA,NA,571000,4555000
NF75,H,0,1,573000,4555000
NF75,M,NA,NA,575000,4555000
NF75,S,NA,NA,577000,4555000
NF75,X,NA,NA,579000,4555000
NF85,C,NA,NA,581000,4555000
NF85,H,NA,NA,583000,4555000
NF85,M,0,0,585000,4555000
NF85,S,NA,NA,587000,4555000
NF85,X,NA,NA,589000,4555000
NF95,C,NA,NA,591000,4555000
NF95,H,NA,NA,593000,4555000
NF95,M,NA,NA,595000,4555000
NF95,S,NA,NA,597000,4555000
NF95,X,NA,NA,599000,4555000
PF05,C,NA,NA,601000,4555000
PF05,H,NA,NA,603000.0000000001,4555000
PF05,M,0,0,605000,4555000
PF05,S,NA,NA,607000,4555000
PF05,X,0,0,609000,4555000
PF15,C,0,1,611000,4555000
PF15,H,NA,NA,613000,4555000
PF15,M,NA,NA,615000,4555000
PF15,S,NA,NA,617000,4555000
PF15,X,NA,NA,618999.9999999999,4555000
PF25,C,NA,NA,621000,4555000
PF25,H,NA,NA,623000,4555000
PF25,M,NA,NA,625000,4555000
PF25,S,NA,NA,627000,4555000
PF25,X,NA,NA,629000,4555000
PF35,C,NA,NA,631000,4555000
PF35,H,NA,NA,633000,4555000
PF35,M,NA,NA,635000,4555000
PF35,S,NA,NA,637000,4555000
PF35,X,NA,NA,639000,4555000
PF45,C,NA,NA,641000,4555000
PF45,H,NA,NA,643000,4555000
PF45,M,NA,NA,645000,4555000
PF45,S,NA,NA,647000,4555000
PF45,X,NA,NA,649000,4555000
PF55,C,0,1,651000,4555000
PF55,H,NA,NA,653000,4555000
PF55,M,NA,NA,655000,4555000
PF55,S,0,1,657000,4555000
PF55,X,NA,NA,659000,4555000
PF65,C,0,0,661000,4555000
PF65,H,NA,NA,663000,4555000
PF65,M,NA,NA,665000,4555000
PF65,S,NA,NA,667000,4555000
PF65,X,NA,NA,669000.0000000001,4555000
PF75,C,NA,NA,671000,4555000
PF75,H,NA,NA,673000,4555000
PF75,M,NA,NA,675000,4555000
PF75,S,NA,NA,677000,4555000
PF75,X,NA,NA,679000,4555000
PF85,C,NA,NA,681000,4555000
PF85,H,NA,NA,683000,4555000
PF85,M,0,0,685000,4555000
PF85,S,NA,NA,687000,4555000
PF85,X,NA,NA,689000,4555000
PF95,C,NA,NA,691000,4555000
PF95,H,NA,NA,693000,4555000
PF95,M,NA,NA,695000,4555000
PF95,S,NA,NA,697000,4555000
PF95,X,NA,NA,699000,4555000
NF25,B,NA,NA,521000,4553000
NF25,G,NA,NA,523000,4553000
NF25,L,NA,NA,525000,4553000
NF25,R,NA,NA,527000,4553000
NF25,W,0,1,529000,4553000
NF35,B,NA,NA,531000,4553000
NF35,G,NA,NA,533000,4553000
NF35,L,NA,NA,535000,4553000
NF35,R,NA,NA,537000,4553000
NF35,W,NA,NA,539000,4553000
NF45,B,NA,NA,541000,4553000
NF45,G,NA,NA,543000,4553000
NF45,L,NA,NA,545000,4553000
NF45,R,0,0,547000,4553000
NF45,W,NA,NA,549000,4553000
NF55,B,NA,NA,551000,4553000
NF55,G,0,1,552999.9999999999,4553000
NF55,L,NA,NA,555000,4553000
NF55,R,NA,NA,557000,4553000
NF55,W,NA,NA,559000,4553000
NF65,B,NA,NA,561000,4553000
NF65,G,0,0,563000,4553000
NF65,L,NA,NA,565000,4553000
NF65,R,NA,NA,567000,4553000
NF65,W,NA,NA,569000,4553000
NF75,B,0,1,571000,4553000
NF75,G,NA,NA,573000,4553000
NF75,L,NA,NA,575000,4553000
NF75,R,NA,NA,577000,4553000
NF75,W,NA,NA,579000,4553000
NF85,B,NA,NA,581000,4553000
NF85,G,0,0,583000,4553000
NF85,L,NA,NA,585000,4553000
NF85,R,0,0,587000,4553000
NF85,W,NA,NA,589000,4553000
NF95,B,NA,NA,591000,4553000
NF95,G,NA,NA,593000,4553000
NF95,L,NA,NA,595000,4553000
NF95,R,NA,NA,597000,4553000
NF95,W,NA,NA,599000,4553000
PF05,B,NA,NA,601000,4553000
PF05,G,0,0,603000.0000000001,4553000
PF05,L,NA,NA,605000,4553000
PF05,R,0,0,607000,4553000
PF05,W,NA,NA,609000,4553000
PF15,B,NA,NA,611000,4553000
PF15,G,NA,NA,613000,4553000
PF15,L,NA,NA,615000,4553000
PF15,R,0,1,617000,4553000
PF15,W,NA,NA,618999.9999999999,4553000
PF25,B,0,1,621000,4553000
PF25,G,NA,NA,623000,4553000
PF25,L,NA,NA,625000,4553000
PF25,R,0,1,627000,4553000
PF25,W,NA,NA,629000,4553000
PF35,B,0,0,631000,4553000
PF35,G,NA,NA,633000,4553000
PF35,L,0,0,635000,4553000
PF35,R,NA,NA,637000,4553000
PF35,W,NA,NA,639000,4553000
PF45,B,NA,NA,641000,4553000
PF45,G,NA,NA,643000,4553000
PF45,L,0,0,645000,4553000
PF45,R,NA,NA,647000,4553000
PF45,W,0,0,649000,4553000
PF55,B,NA,NA,651000,4553000
PF55,G,0,0,653000,4553000
PF55,L,NA,NA,655000,4553000
PF55,R,NA,NA,657000,4553000
PF55,W,NA,NA,659000,4553000
PF65,B,NA,NA,661000,4553000
PF65,G,0,1,663000,4553000
PF65,L,NA,NA,665000,4553000
PF65,R,NA,NA,667000,4553000
PF65,W,0,0,669000.0000000001,4553000
PF75,B,NA,NA,671000,4553000
PF75,G,NA,NA,673000,4553000
PF75,L,NA,NA,675000,4553000
PF75,R,NA,NA,677000,4553000
PF75,W,NA,NA,679000,4553000
PF85,B,NA,NA,681000,4553000
PF85,G,0,0,683000,4553000
PF85,L,NA,NA,685000,4553000
PF85,R,NA,NA,687000,4553000
PF85,W,NA,NA,689000,4553000
PF95,B,NA,NA,691000,4553000
PF95,G,NA,NA,693000,4553000
PF95,L,NA,NA,695000,4553000
PF95,R,NA,NA,697000,4553000
PF95,W,NA,NA,699000,4553000
NF25,A,NA,NA,521000,4551000
NF25,F,NA,NA,523000,4551000
NF25,K,NA,NA,525000,4551000
NF25,Q,NA,NA,527000,4551000
NF25,V,0,0,529000,4551000
NF35,A,NA,NA,531000,4551000
NF35,F,NA,NA,533000,4551000
NF35,K,NA,NA,535000,4551000
NF35,Q,NA,NA,537000,4551000
NF35,V,NA,NA,539000,4551000
NF45,A,NA,NA,541000,4551000
NF45,F,0,0,543000,4551000
NF45,K,NA,NA,545000,4551000
NF45,Q,NA,NA,547000,4551000
NF45,V,NA,NA,549000,4551000
NF55,A,NA,NA,551000,4551000
NF55,F,NA,NA,552999.9999999999,4551000
NF55,K,NA,NA,555000,4551000
NF55,Q,NA,NA,557000,4551000
NF55,V,NA,NA,559000,4551000
NF65,A,NA,NA,561000,4551000
NF65,F,NA,NA,563000,4551000
NF65,K,NA,NA,565000,4551000
NF65,Q,NA,NA,567000,4551000
NF65,V,NA,NA,569000,4551000
NF75,A,NA,NA,571000,4551000
NF75,F,NA,NA,573000,4551000
NF75,K,0,1,575000,4551000
NF75,Q,NA,NA,577000,4551000
NF75,V,NA,NA,579000,4551000
NF85,A,NA,NA,581000,4551000
NF85,F,NA,NA,583000,4551000
NF85,K,0,1,585000,4551000
NF85,Q,NA,NA,587000,4551000
NF85,V,0,1,589000,4551000
NF95,A,NA,NA,591000,4551000
NF95,F,NA,NA,593000,4551000
NF95,K,NA,NA,595000,4551000
NF95,Q,NA,NA,597000,4551000
NF95,V,NA,NA,599000,4551000
PF05,A,NA,NA,601000,4551000
PF05,F,NA,NA,603000.0000000001,4551000
PF05,K,NA,NA,605000,4551000
PF05,Q,NA,NA,607000,4551000
PF05,V,NA,NA,609000,4551000
PF15,A,NA,NA,611000,4551000
PF15,F,0,1,613000,4551000
PF15,K,NA,NA,615000,4551000
PF15,Q,NA,NA,617000,4551000
PF15,V,0,0,618999.9999999999,4551000
PF25,A,NA,NA,621000,4551000
PF25,F,NA,NA,623000,4551000
PF25,K,NA,NA,625000,4551000
PF25,Q,NA,NA,627000,4551000
PF25,V,0,1,629000,4551000
PF35,A,NA,NA,631000,4551000
PF35,F,NA,NA,633000,4551000
PF35,K,NA,NA,635000,4551000
PF35,Q,1,1,637000,4551000
PF35,V,NA,NA,639000,4551000
PF45,A,NA,NA,641000,4551000
PF45,F,1,1,643000,4551000
PF45,K,NA,NA,645000,4551000
PF45,Q,NA,NA,647000,4551000
PF45,V,NA,NA,649000,4551000
PF55,A,NA,NA,651000,4551000
PF55,F,0,1,653000,4551000
PF55,K,0,0,655000,4551000
PF55,Q,NA,NA,657000,4551000
PF55,V,0,0,659000,4551000
PF65,A,NA,NA,661000,4551000
PF65,F,NA,NA,663000,4551000
PF65,K,0,0,665000,4551000
PF65,Q,NA,NA,667000,4551000
PF65,V,NA,NA,669000.0000000001,4551000
PF75,A,NA,NA,671000,4551000
PF75,F,NA,NA,673000,4551000
PF75,K,NA,NA,675000,4551000
PF75,Q,NA,NA,677000,4551000
PF75,V,NA,NA,679000,4551000
PF85,A,NA,NA,681000,4551000
PF85,F,NA,NA,683000,4551000
PF85,K,NA,NA,685000,4551000
PF85,Q,0,0,687000,4551000
PF85,V,NA,NA,689000,4551000
PF95,A,NA,NA,691000,4551000
PF95,F,NA,NA,693000,4551000
PF95,K,NA,NA,695000,4551000
PF95,Q,NA,NA,697000,4551000
PF95,V,NA,NA,699000,4551000
NF24,E,NA,NA,521000,4549000
NF24,J,NA,NA,523000,4549000
NF24,P,NA,NA,525000,4549000
NF24,U,NA,NA,527000,4549000
NF24,Z,0,0,529000,4549000
NF34,E,NA,NA,531000,4549000
NF34,J,NA,NA,533000,4549000
NF34,P,NA,NA,535000,4549000
NF34,U,NA,NA,537000,4549000
NF34,Z,0,0,539000,4549000
NF44,E,NA,NA,541000,4549000
NF44,J,NA,NA,543000,4549000
NF44,P,NA,NA,545000,4549000
NF44,U,NA,NA,547000,4549000
NF44,Z,NA,NA,549000,4549000
NF54,E,NA,NA,551000,4549000
NF54,J,NA,NA,552999.9999999999,4549000
NF54,P,NA,NA,555000,4549000
NF54,U,NA,NA,557000,4549000
NF54,Z,NA,NA,559000,4549000
NF64,E,NA,NA,561000,4549000
NF64,J,NA,NA,563000,4549000
NF64,P,NA,NA,565000,4549000
NF64,U,NA,NA,567000,4549000
NF64,Z,NA,NA,569000,4549000
NF74,E,NA,NA,571000,4549000
NF74,J,0,0,573000,4549000
NF74,P,NA,NA,575000,4549000
NF74,U,0,1,577000,4549000
NF74,Z,NA,NA,579000,4549000
NF84,E,NA,NA,581000,4549000
NF84,J,NA,NA,583000,4549000
NF84,P,NA,NA,585000,4549000
NF84,U,NA,NA,587000,4549000
NF84,Z,NA,NA,589000,4549000
NF94,E,NA,NA,591000,4549000
NF94,J,NA,NA,593000,4549000
NF94,P,0,0,595000,4549000
NF94,U,NA,NA,597000,4549000
NF94,Z,0,1,599000,4549000
PF04,E,NA,NA,601000,4549000
PF04,J,NA,NA,603000.0000000001,4549000
PF04,P,NA,NA,605000,4549000
PF04,U,0,1,607000,4549000
PF04,Z,NA,NA,609000,4549000
PF14,E,NA,NA,611000,4549000
PF14,J,NA,NA,613000,4549000
PF14,P,0,1,615000,4549000
PF14,U,NA,NA,617000,4549000
PF14,Z,NA,NA,618999.9999999999,4549000
PF24,E,1,1,621000,4549000
PF24,J,NA,NA,623000,4549000
PF24,P,NA,NA,625000,4549000
PF24,U,NA,NA,627000,4549000
PF24,Z,0,1,629000,4549000
PF34,E,0,1,631000,4549000
PF34,J,NA,NA,633000,4549000
PF34,P,0,1,635000,4549000
PF34,U,NA,NA,637000,4549000
PF34,Z,NA,NA,639000,4549000
PF44,E,NA,NA,641000,4549000
PF44,J,NA,NA,643000,4549000
PF44,P,NA,NA,645000,4549000
PF44,U,NA,NA,647000,4549000
PF44,Z,0,1,649000,4549000
PF54,E,0,1,651000,4549000
PF54,J,NA,NA,653000,4549000
PF54,P,NA,NA,655000,4549000
PF54,U,0,1,657000,4549000
PF54,Z,NA,NA,659000,4549000
PF64,E,NA,NA,661000,4549000
PF64,J,NA,NA,663000,4549000
PF64,P,NA,NA,665000,4549000
PF64,U,NA,NA,667000,4549000
PF64,Z,NA,NA,669000.0000000001,4549000
PF74,E,NA,NA,671000,4549000
PF74,J,NA,NA,673000,4549000
PF74,P,NA,NA,675000,4549000
PF74,U,NA,NA,677000,4549000
PF74,Z,1,0,679000,4549000
PF83,E,0,1,681000,4549000
PF83,J,NA,NA,683000,4549000
PF83,P,1,1,685000,4549000
PF83,U,0,1,687000,4549000
PF83,Z,NA,NA,689000,4549000
NF24,D,NA,NA,521000,4547000
NF24,I,NA,NA,523000,4547000
NF24,N,NA,NA,525000,4547000
NF24,T,NA,NA,527000,4547000
NF24,Y,NA,NA,529000,4547000
NF34,D,0,0,531000,4547000
NF34,I,NA,NA,533000,4547000
NF34,N,NA,NA,535000,4547000
NF34,T,NA,NA,537000,4547000
NF34,Y,NA,NA,539000,4547000
NF44,D,NA,NA,541000,4547000
NF44,I,NA,NA,543000,4547000
NF44,N,NA,NA,545000,4547000
NF44,T,NA,NA,547000,4547000
NF44,Y,NA,NA,549000,4547000
NF54,D,NA,NA,551000,4547000
NF54,I,NA,NA,552999.9999999999,4547000
NF54,N,NA,NA,555000,4547000
NF54,T,NA,NA,557000,4547000
NF54,Y,NA,NA,559000,4547000
NF64,D,NA,NA,561000,4547000
NF64,I,NA,NA,563000,4547000
NF64,N,NA,NA,565000,4547000
NF64,T,NA,NA,567000,4547000
NF64,Y,NA,NA,569000,4547000
NF74,D,0,0,571000,4547000
NF74,I,NA,NA,573000,4547000
NF74,N,0,1,575000,4547000
NF74,T,NA,NA,577000,4547000
NF74,Y,NA,NA,579000,4547000
NF84,D,NA,NA,581000,4547000
NF84,I,NA,NA,583000,4547000
NF84,N,NA,NA,585000,4547000
NF84,T,NA,NA,587000,4547000
NF84,Y,NA,NA,589000,4547000
NF94,D,0,1,591000,4547000
NF94,I,NA,NA,593000,4547000
NF94,N,NA,NA,595000,4547000
NF94,T,NA,NA,597000,4547000
NF94,Y,NA,NA,599000,4547000
PF04,D,NA,NA,601000,4547000
PF04,I,0,1,603000.0000000001,4547000
PF04,N,NA,NA,605000,4547000
PF04,T,NA,NA,607000,4547000
PF04,Y,0,1,609000,4547000
PF14,D,NA,NA,611000,4547000
PF14,I,NA,NA,613000,4547000
PF14,N,NA,NA,615000,4547000
PF14,T,NA,NA,617000,4547000
PF14,Y,NA,NA,618999.9999999999,4547000
PF24,D,NA,NA,621000,4547000
PF24,I,NA,NA,623000,4547000
PF24,N,0,0,625000,4547000
PF24,T,NA,NA,627000,4547000
PF24,Y,NA,NA,629000,4547000
PF34,D,NA,NA,631000,4547000
PF34,I,NA,NA,633000,4547000
PF34,N,NA,NA,635000,4547000
PF34,T,NA,NA,637000,4547000
PF34,Y,NA,NA,639000,4547000
PF44,D,NA,NA,641000,4547000
PF44,I,0,1,643000,4547000
PF44,N,NA,NA,645000,4547000
PF44,T,0,1,647000,4547000
PF44,Y,NA,NA,649000,4547000
PF54,D,NA,NA,651000,4547000
PF54,I,NA,NA,653000,4547000
PF54,N,NA,NA,655000,4547000
PF54,T,NA,NA,657000,4547000
PF54,Y,0,0,659000,4547000
PF64,D,NA,NA,661000,4547000
PF64,I,NA,NA,663000,4547000
PF64,N,NA,NA,665000,4547000
PF64,T,NA,NA,667000,4547000
PF64,Y,NA,NA,669000.0000000001,4547000
PF74,D,NA,NA,671000,4547000
PF74,I,NA,NA,673000,4547000
PF74,N,NA,NA,675000,4547000
PF74,T,1,1,677000,4547000
PF74,Y,NA,NA,679000,4547000
PF83,D,1,1,681000,4547000
PF83,I,0,1,683000,4547000
PF83,N,0,0,685000,4547000
PF83,T,NA,NA,687000,4547000
PF83,Y,NA,NA,689000,4547000
NF24,C,NA,NA,521000,4545000
NF24,H,NA,NA,523000,4545000
NF24,M,NA,NA,525000,4545000
NF24,S,NA,NA,527000,4545000
NF24,X,0,0,529000,4545000
NF34,C,NA,NA,531000,4545000
NF34,H,0,0,533000,4545000
NF34,M,NA,NA,535000,4545000
NF34,S,NA,NA,537000,4545000
NF34,X,0,0,539000,4545000
NF44,C,NA,NA,541000,4545000
NF44,H,NA,NA,543000,4545000
NF44,M,NA,NA,545000,4545000
NF44,S,NA,NA,547000,4545000
NF44,X,NA,NA,549000,4545000
NF54,C,NA,NA,551000,4545000
NF54,H,NA,NA,552999.9999999999,4545000
NF54,M,NA,NA,555000,4545000
NF54,S,NA,NA,557000,4545000
NF54,X,NA,NA,559000,4545000
NF64,C,NA,NA,561000,4545000
NF64,H,NA,NA,563000,4545000
NF64,M,NA,NA,565000,4545000
NF64,S,NA,NA,567000,4545000
NF64,X,NA,NA,569000,4545000
NF74,C,NA,NA,571000,4545000
NF74,H,NA,NA,573000,4545000
NF74,M,NA,NA,575000,4545000
NF74,S,NA,NA,577000,4545000
NF74,X,NA,NA,579000,4545000
NF84,C,NA,NA,581000,4545000
NF84,H,NA,NA,583000,4545000
NF84,M,NA,NA,585000,4545000
NF84,S,NA,NA,587000,4545000
NF84,X,NA,NA,589000,4545000
NF94,C,NA,NA,591000,4545000
NF94,H,NA,NA,593000,4545000
NF94,M,0,0,595000,4545000
NF94,S,NA,NA,597000,4545000
NF94,X,NA,NA,599000,4545000
PF04,C,NA,NA,601000,4545000
PF04,H,NA,NA,603000.0000000001,4545000
PF04,M,0,1,605000,4545000
PF04,S,NA,NA,607000,4545000
PF04,X,NA,NA,609000,4545000
PF14,C,0,1,611000,4545000
PF14,H,NA,NA,613000,4545000
PF14,M,0,1,615000,4545000
PF14,S,NA,NA,617000,4545000
PF14,X,NA,NA,618999.9999999999,4545000
PF24,C,0,1,621000,4545000
PF24,H,NA,NA,623000,4545000
PF24,M,NA,NA,625000,4545000
PF24,S,0,1,627000,4545000
PF24,X,NA,NA,629000,4545000
PF34,C,1,1,631000,4545000
PF34,H,NA,NA,633000,4545000
PF34,M,NA,NA,635000,4545000
PF34,S,NA,NA,637000,4545000
PF34,X,0,1,639000,4545000
PF44,C,0,1,641000,4545000
PF44,H,NA,NA,643000,4545000
PF44,M,0,1,645000,4545000
PF44,S,NA,NA,647000,4545000
PF44,X,1,1,649000,4545000
PF54,C,NA,NA,651000,4545000
PF54,H,NA,NA,653000,4545000
PF54,M,1,1,655000,4545000
PF54,S,NA,NA,657000,4545000
PF54,X,NA,NA,659000,4545000
PF64,C,NA,NA,661000,4545000
PF64,H,NA,NA,663000,4545000
PF64,M,NA,NA,665000,4545000
PF64,S,NA,NA,667000,4545000
PF64,X,NA,NA,669000.0000000001,4545000
PF74,C,NA,NA,671000,4545000
PF74,H,1,0,673000,4545000
PF74,M,0,0,675000,4545000
PF74,S,NA,NA,677000,4545000
PF74,X,NA,NA,679000,4545000
PF83,C,1,1,681000,4545000
PF83,H,NA,NA,683000,4545000
PF83,M,NA,NA,685000,4545000
PF83,S,NA,NA,687000,4545000
PF83,X,NA,NA,689000,4545000
