lon,lat,jul.day,bath,chl,chl.sw
-19.997,62.502,204,1792,1.2,1.14136862
-19.9972,44.5628,124,4016,2.6,0.52984694
-19.9972,57.5947,169,1049,0.7,1.17489755
-19.9973,42.1763,125,3987,4,0.73716508
-19.9973,42.8995,125,4069,2.9,0.74571218
-19.9973,44.0597,125,4252,3.1,0.55249354
-19.9975,44.3138,124,4167,3.6,0.49146683
-19.9977,44.1752,124,4252,2.4,0.50522164
-19.9977,56.8387,169,906,0.7,0.44668359
-19.9978,43.25,125,4365,2.6,0.6276602
-19.9982,43.8118,125,4217,2.8,0.67608298
-19.9982,46.1662,124,4507,0.8,0.55382111
-19.9983,60.24,193,2650,1.4,0.63095734
-19.9983,60.6282,193,2469,1.6,0.53088444
-19.9985,55.7765,207,1617,0.6,0.83178064
-19.9987,44.4228,124,4167,1.9,0.6385663
-19.9987,46.7873,123,4562,1.2,0.66480157
-19.9988,59.0745,169,2838,1.7,0.98855309
-19.999,56.002,168,1507,0.57333333,0.49206364
-19.9992,42.052,125,3987,1.7,0.55986405
-19.9992,47.7112,123,4395,3.2,0.48137864
-19.9992,61.0783,193,2394,1.4,0.92257143
-19.9993,55.492,207,1415,1.4,0.80138564
-19.9993,55.635,207,1445,1,0.58109778
-19.9995,41.8962,125,3576,1.8,0.63133372
-19.9995,43.521,125,4497,2.5,0.58092089
-19.9995,43.6635,125,4497,2.9,0.61281192
-19.9997,43.1055,125,5308,1.6,0.69289201
-19.9997,60.3622,171,2596,1.4,1.67524788
-19.9998,45.287,124,4332,2.7,0.46067526
-2,74.93,135,3556,0.675,0.51740921
-2.0028,76.007,141,3565,0.7,1.00150439
-2.004,57.799,269,100,1.2,1.40719329
-2.0069,49.971,75,97,0.47,0.9942299
-2.01,57.8332,269,100,1.1,1.40719329
-2.0141,71.014,186,2365,2.09,0.58032446
-2.0148,50.401,110,50,1.51,2.33558075
-2.016,56.8808,297,25,0.7,2.04173794
-2.0164,43.865,71,757,1.84,1.35132277
-2.017,78,209,2761,1.125,1.49623566
-2.022,56.89,39,25,0.3,1.85459237
-2.022,56.893,186,25,3.1,1.76344285
-2.023,56.885,70,25,0.63333333,1.51595352
-2.0315,61.9902,82,1537,0.16,0.22234188
-2.057,56.8797,297,25,0.7,2.34422882
-2.057,56.8818,70,25,0.63333333,1.51595352
-2.057,56.8825,39,25,0.3,2.16919348
-2.057,56.898,186,25,3.13333333,1.76344285
-2.069,50.1073,102,72,8.4,1.42765743
-2.073,56.523,38,48,0.3,1.94731198
-2.0748,49.9276,125,97,1.9,1.94652272
-2.077,56.369,185,49,2.4,1.216186
-2.078,56.2685,185,49,2.5,1.05925373
-2.078,59.279,272,76,0.5,0.772953
-2.08,56.2737,38,49,0.3,2.20796108
-2.081,56.2715,296,49,0.86666667,2.28129671
-2.081,56.369,38,49,0.3,1.98969611
-2.081,56.5153,186,48,3.23333333,1.35488857
-2.081,59.2823,149,76,1.1,1.15908957
-2.082,56.4477,296,49,0.9,2.83449472
-2.082,56.4478,38,49,0.3,1.98969611
-2.082,56.4495,186,49,3.5,1.25776483
-2.083,56.367,296,49,0.93333333,2.83449472
-2.083,56.455,69,49,0.6,1.37266562
-2.083,56.5158,69,48,0.7,1.37266562
-2.087,56.5157,296,48,0.63333333,2.07158784
-2.087,59.297,166,76,0.9,1.12824566
-2.089,56.8802,297,25,0.7,2.34422882
-2.09,56.8823,70,25,1.06666667,1.51595352
-2.09,59.2832,268,76,0.6,0.75977655
-2.091,56.8852,186,25,3.26666667,1.38471816
-2.092,56.887,39,25,0.3,2.16919348
-2.125,56.897,186,25,3.93333333,2.62636036
-2.126,56.8798,297,25,0.73333333,2.18776162
-2.127,56.8827,70,25,0.6,2.17017227
-2.128,56.885,39,25,0.3,3.72419942
-2.138,56.3703,296,49,0.93333333,2.21761768
-2.1508,50.1421,265,72,0.5,1.39636836
-2.157,56.8812,297,25,0.8,2.18776162
-2.158,56.895,186,25,2.73333333,2.62636036
-2.16,56.883,70,25,0.43333333,2.17017227
-2.161,56.8832,39,25,0.3,3.72419942
-2.167,56.3688,185,49,2.13333333,1.30316678
-2.1688,56.4495,69,49,0.66666667,1.81168455
-2.1695,56.523,132,48,0.95,3.86484533
-2.1698,56.3697,38,49,0.3,2.53145087
-2.1698,56.5162,69,48,0.66666667,1.52434258
-2.1703,56.2718,296,49,0.83333333,2.37850108
-2.1707,56.5163,186,48,3.23333333,1.20258141
-2.1708,56.4472,38,49,0.3,2.53145087
-2.1713,56.2693,185,49,2.6,1.05925373
-2.1737,56.516,296,48,0.8,2.53035686
-2.1747,56.895,186,25,2.53333333,2.62636036
-2.175,56.2718,38,49,0.3,2.10935865
-2.175,56.4452,296,49,1,2.21761768
-2.175,56.4493,186,49,3.16666667,1.33387301
-2.175,56.8808,297,25,0.8,2.18776162
-2.1768,56.3718,131,49,1,2.98689211
-2.1768,56.887,70,25,0.7,2.17017227
-2.177,56.5165,38,48,0.3,2.33558075
-2.18,59.6267,54,97,0.3,1.31241075
-2.1812,56.8812,39,25,0.3,3.72419942
-2.1898,43.9753,72,757,3.81,1.259645
-2.1913,56.8802,297,25,0.73333333,2.18776162
-2.192,56.887,186,25,2.76666667,1.77827941
-2.1937,56.8828,70,25,0.73333333,2.17017227
-2.1947,56.8813,297,25,0.76666667,2.18776162
-2.1952,56.8823,39,25,0.33333333,3.72419942
-2.2018,56.8813,39,25,0.4,3.72419942
-2.207,56.8812,70,25,1.1,2.17017227
-2.2232,73.447,205,3000,0.36666667,0.74244716
-2.236,59.2865,166,76,0.6,1.27047013
-2.2372,59.29,268,76,0.8,0.75977655
-2.2375,46.1949,103,51,2.06,2.06537426
-2.2388,56.4493,69,49,0.66666667,1.81168455
-2.2395,56.3693,185,49,1.86666667,1.30316678
-2.2403,56.5155,186,48,3.2,1.20258141
-2.2405,56.2707,185,49,2.73333333,1.05925373
-2.2413,56.2707,296,49,0.93333333,2.37850108
-2.242,56.4492,38,49,0.3,2.53145087
-2.242,59.283,149,76,1.25,1.33081289
-2.2422,56.2723,38,49,0.3,2.10935865
-2.2422,56.5193,38,48,0.3,2.33558075
-2.243,59.2738,271,76,0.4,0.76965889
-2.244,56.458,186,49,3.56666667,1.20258141
-2.2447,56.3687,38,49,0.3,2.53145087
-2.2447,56.4483,296,49,0.83333333,2.21761768
-2.245,59.2867,348,76,0.2,0
-2.2452,56.3692,255,49,2.03333333,1.49623566
-2.2457,56.3695,296,49,1.06666667,2.21761768
-2.2458,56.522,69,48,0.63333333,1.52434258
-2.2462,56.515,296,48,0.8,2.53035686
-2.2495,56.3697,131,49,1.1,2.98689211
-2.25,56.2717,132,49,6,2.03774778
-2.2608,45.7815,110,74,2,0.97870768
-2.2745,44.0307,72,680,1.29,0.9326494
-2.2841,49.8742,124,97,2.7,1.39363944
-2.3118,56.2743,38,49,0.3,2.54498886
-2.3148,56.518,38,48,0.3,2.71638557
-2.3157,56.2712,185,49,3.06666667,0.95499259
-2.3187,56.4497,186,49,2.53333333,1.25892541
-2.319,56.4485,69,49,0.7,2.26599522
-2.319,56.5147,186,48,2.4,1.20871533
-2.3197,56.448,38,49,0.3,3.19889511
-2.3198,56.2707,296,49,1,2.50122689
-2.3202,56.369,38,49,0.3,3.19889511
-2.322,56.3685,296,49,0.83333333,3.85747706
-2.322,56.37,185,49,2.73333333,1.25892541
-2.322,56.5155,296,48,0.8,2.84854751
-2.322,56.528,132,48,1.7,3.0907315
-2.324,56.3685,255,49,2.03333333,2.06537426
-2.3242,56.2727,69,49,0.66666667,2.08505251
-2.3242,56.5165,69,48,0.6,1.84516556
-2.3273,56.375,131,49,1.4,2.57809128
-2.33,56.4475,296,49,0.8,3.85747706
-2.33,74.93,135,3551,0.9,0.55054756
-2.36,61.2233,300,599,0.3,0.2117776
-2.3735,50.1567,255,72,1.93,1.29934366
-2.383,74.75,199,3551,0.065,0.79231254
-2.3865,56.3697,255,49,5.8,3.02714294
-2.3888,56.527,38,48,0.3,3.50296288
-2.3902,56.2705,38,49,0.3,2.98538262
-2.391,56.2715,296,49,0.86666667,2.61927908
-2.3912,56.5165,186,48,2.93333333,1.61757827
-2.3915,56.4475,38,49,0.3,4.55375334
-2.3917,56.2715,185,49,3.06666667,1.30316678
-2.392,56.45,69,49,0.66666667,3.20080332
-2.3932,56.4488,296,49,0.73333333,4.14894728
-2.3945,56.53,69,48,0.66666667,3.16712753
-2.3947,56.375,38,49,0.3,4.55375334
-2.3953,56.2727,69,49,1,2.30443656
-2.3953,56.37,185,49,2.2,2.51188643
-2.3955,56.458,186,49,2.66666667,1.61757827
-2.396,56.275,132,49,5.35,4.00485645
-2.3968,56.5162,296,48,1,3.70565772
-2.3978,56.3707,296,49,0.9,4.14894728
-2.398,56.3708,131,49,1.9,6.33976827
-2.4622,56.2712,38,49,0.36666667,2.98538262
-2.4625,56.2715,185,49,3.06666667,1.30316678
-2.4638,56.5165,38,48,0.3,3.50296288
-2.4643,56.2703,296,49,1.06666667,2.61927908
-2.4653,56.4483,38,49,0.3,4.55375334
-2.4655,56.4497,186,49,2.33333333,2.46208676
-2.466,56.5157,69,48,0.6,3.16712753
-2.4665,56.527,132,48,2.05,4.03540285
-2.468,56.4498,296,49,1.03333333,4.14894728
-2.4685,56.2712,69,49,0.7,2.30443656
-2.4698,56.2715,255,49,5.5,2.67564808
-2.47,56.3702,255,49,5.3,3.02714294
-2.4712,56.3703,185,49,2.23333333,2.51188643
-2.472,56.3692,38,49,0.3,4.55375334
-2.472,56.455,69,49,0.63333333,3.16712753
-2.473,56.3702,131,49,1.75,6.33976827
-2.475,56.5153,296,48,0.7,3.70565772
-2.4753,49.8579,278,97,1.1,1.35232308
-2.477,56.3685,296,49,1.23333333,4.14894728
-2.4811,44.4403,69,770,0.8,0.67231258
-2.482,56.5155,186,48,2.5,1.61757827
-2.4959,49.8898,75,97,0.52,0.68115895
-2.5193,56.2727,185,6,3.06666667,1.30316678
-2.5202,56.2715,38,6,0.3,2.98538262
-2.524,56.2707,296,6,1.2,2.61927908
-2.5242,56.2717,69,6,0.6,2.30443656
-2.5258,56.2725,255,6,3.96666667,2.67564808
-2.5267,56.2718,132,6,9.95,4.00485645
-2.5299,50.02,102,77,1.28,1.03677827
-2.5382,56.3715,185,6,2.9,2.51188643
-2.54,56.2703,296,6,1.2,2.61927908
-2.5413,56.4482,38,6,0.3,4.55375334
-2.5418,56.455,69,6,1.1,3.16712753
-2.5422,56.371,296,6,1.33333333,4.14894728
-2.5425,56.45,296,6,1.06666667,4.14894728
-2.5427,56.38,38,6,0.36666667,4.55375334
-2.5427,56.452,186,6,2.13333333,1.61757827
-2.545,56.3708,255,6,3.5,3.02714294
-2.5468,56.2702,38,6,0.3,2.98538262
-2.5472,56.2723,185,6,3.06666667,1.30316678
-2.5477,50.0678,63,77,0.8,0.80352612
-2.5517,56.272,255,6,4.3,4.00935824
-2.5527,56.2708,69,6,0.56666667,2.74209553
-2.56,56.2733,185,6,2.1,4.07380278
-2.5627,56.271,38,6,0.3,2.82468539
-2.5637,56.2715,296,6,1.16666667,2.59327554
-2.5653,56.2708,69,6,0.9,2.74209553
-2.57,60.3883,300,124,0.2,0.47147602
-2.5747,56.2725,185,6,1.7,4.07380278
-2.5765,56.2692,38,6,0.3,2.82468539
-2.5775,56.2695,296,6,1,2.59327554
-2.5798,56.271,69,6,0.66666667,2.74209553
-2.58,56.272,255,6,3.43333333,4.00935824
-2.5812,56.2707,255,6,3.26666667,4.00935824
-2.586,50.2656,110,58,2.8,3.66564522
-2.5885,56.3723,185,6,2.46666667,6.60693448
-2.5923,56.3693,131,6,9,9.67740897
-2.5937,56.3705,255,6,5.16666667,5.18800039
-2.5942,56.3708,296,6,1.1,5.55904257
-2.5945,56.382,38,6,0.36666667,5.32714121
-2.5948,56.45,186,6,2.13333333,6.3458876
-2.596,56.4485,38,6,0.3,5.32714121
-2.5967,56.4493,296,6,0.7,5.55904257
-2.597,56.46,69,6,1.03333333,4.29106168
-2.627,56.4477,38,6,0.3,5.32714121
-2.6277,56.46,186,6,2.36666667,2.40622902
-2.6292,56.455,69,6,0.66666667,4.29106168
-2.6293,56.455,296,6,0.8,5.97987519
-2.6358,56.3702,185,6,1.83333333,6.60693448
-2.64,59.795,302,95,0.3,0.59660362
-2.645,56.377,296,6,1.4,5.55904257
-2.6452,56.3702,255,6,8.2,5.18800039
-2.6453,56.377,38,6,0.4,5.32714121
-2.6576,49.8229,124,84,1.72,1.39121704
-2.6583,59.7983,54,95,0.3,0.77000618
-2.6593,57.7525,276,51,0.6,1.2799218
-2.6613,58,276,50,5.3,1.15994003
-2.662,57.8905,276,51,2.5,1.77480412
-2.67,74.93,135,3528,0.875,0.5598541
-2.6878,56.3695,185,6,2.6,6.60693448
-2.689,56.369,38,6,0.3,5.32714121
-2.69,56.3697,132,6,13.05,9.51611346
-2.694,56.3743,296,6,1.53333333,5.55904257
-2.6972,56.3707,255,6,4.16666667,5.18800039
-2.712,58.2043,168,50,0.4,0.97587036
-2.7145,44.329,72,1529,2.66,0.83501085
-2.7248,58.2428,276,50,2.5,1.10262016
-2.7275,58.124,276,50,1.8,1.10501838
-2.731,56.3717,185,6,2.53333333,6.38263486
-2.7353,61.2698,82,1251,0.21,0.21385258
-2.739,56.3695,69,6,1.4,4.1602267
-2.7402,56.3685,255,6,3.36666667,4.61644823
-2.7408,56.3693,296,6,1.36666667,6.93244888
-2.7433,56.3695,38,6,0.3,6.41838744
-2.7485,56.4567,37,6,0.46666667,8.14770582
-2.7495,56.4568,7,6,0.4,0
-2.755,56.46,186,6,1.3,7.42246889
-2.7552,56.4585,253,6,1.83333333,4.77814667
-2.7797,57.7912,167,51,0.3,1.38578108
-2.7875,57.9593,167,51,0.2,1.09050691
-2.7892,46.552,103,77,1.14,1.74382689
-2.7963,58.124,160,50,0.1,1.28214728
-2.817,78,209,2619,1.595,1.77827941
-2.8612,56.456,253,6,2.2,4.77814667
-2.8653,56.4585,186,6,1.3,7.42246889
-2.8743,58.042,160,50,0.1,1.00686031
-2.8773,57.876,160,51,0.2,1.27733071
-2.878,56.4578,37,6,0.53333333,8.14770582
-2.8787,58.207,168,50,0.3,0.99298419
-2.8997,58.126,276,50,2.8,1.53454049
-2.9083,56.4573,37,6,0.53333333,8.14770582
-2.9097,58.2305,276,50,10.1,1.206408
-2.9137,58.003,276,50,1.2,1.17129557
-2.9197,57.8747,277,51,12.6,1.60831775
-2.922,57.76,276,51,5.6,3.20032098
-2.9247,56.4543,253,6,2.36666667,4.77814667
-2.9248,56.46,186,6,1.33333333,7.42246889
-2.9518,58.125,166,50,0.3,1.10273145
-2.9538,57.7995,160,51,0.4,1.58454526
-2.9563,75.0035,207,3507,0.56666667,0.6828646
-2.9575,57.9588,160,51,0.3,1.02329299
-2.9707,44.9178,68,2924,0.4,0.63455571
-2.9877,49.7989,75,84,0.57,0.69453578
-20,39.898,138,4371,0.469,0.30765115
-20,52.528,143,2676,0.89,0.70509635
-20,61.0793,193,2394,1.3,0.92257143
-20.0001,46.9996,189,4209,0.688,0.79554647
-20.0003,47.0889,189,4606,0.723,0.51320314
-20.001,62.502,205,1441,0.38083333,1.1563321
-20.0013,46.9881,189,4209,0.41,0.79554647
-20.0017,57.7887,169,1844,1.1,1.13501082
-20.0018,58.8807,169,2857,0.9,0.92257143
-20.0019,46.9979,189,4209,0.688,0.79554647
-20.002,42.758,125,4427,2.9,0.67231258
-20.002,43.9387,125,4160,3.4,0.52374151
-20.002,44.735,124,4192,1.9,0.65185414
-20.002,45.4637,124,4518,2.7,0.40240472
-20.0022,46.512,124,4512,0.9,0.64478534
-20.0022,59.2707,169,2788,1.4,0.63095734
-20.0023,45.747,124,4596,1,0.58159948
-20.0028,60.1867,171,2685,1.2,1.49626601
-20.003,38.998,131,4593,0.266,0.26789433
-20.003,47.3663,123,4539,1.4,0.51736715
-20.0033,47.1395,123,4606,1.8,0.58711615
-20.0033,48.0215,155,4279,1.1,0.97206769
-20.0038,47.2552,123,4539,1.1,0.74546798
-20.0042,57.0267,169,1288,0.9,0.36307805
-20.0043,46.9977,189,4209,0.218,0.79554647
-20.0047,46.6738,123,4512,1.2,0.56402492
-20.0047,57.214,169,1288,0.8,0.40271703
-20.0048,47.8873,123,4393,1.6,0.57312383
-20.005,46.0377,124,4534,0.7,0.53088444
-20.005,46.9981,189,4209,0.579,0.79554647
-20.005,61.084,193,2277,1.01833333,0.92257143
-20.0052,62.2142,171,1847,0.9,0.96338271
-20.007,43.3908,125,3927,2.8,0.52561234
-20.007,57.497,145,1401,3.51,0.51286138
-20.0072,58.1772,169,2142,1.1,0.92257143
-20.008,45.0195,124,4211,1.9,0.55461475
-20.008,47.5937,123,4398,3.4,0.44425101
-20.0083,60.692,204,2452,1.7,0.79484922
-20.0087,55.9275,207,1692,0.8,0.62909884
-20.0094,59.2688,170,2788,0.64,0.63956793
-20.01,62.512,205,1441,1.2,1.00985606
-20.0111,58.9778,174,2857,0.723,0.89125094
-20.0117,61.8267,171,1943,0.8,1.12023199
-20.0118,47.2453,188,4606,0.542,0.85931111
-20.013,42.2928,125,4027,4.2,0.68796249
-20.013,42.5633,125,4548,2.6,0.65356578
-20.0133,56.2327,207,1474,1.5,0.49916999
-20.014,59.2434,170,2797,0.712,1.35849658
-20.0144,46.9679,189,4209,0.39,0.88628059
-20.015,45.8858,124,4598,0.7,0.51286138
-20.015,46.37,124,4556,0.8,0.51962003
-20.017,61.5437,203,2051,1.5,0.86345535
-20.018,44.128,140,4185,0.527,0.71364453
-20.02,44.128,139,4185,0.527,0.70112401
-20.021,61.192,197,2277,1.2,0.66698643
-20.023,54.858,144,2011,1.67,1.00177394
-20.024,42.251,271,4027,0.133,0.14544423
-20.024,61.185,197,2277,0.76857143000000006,0.57884829
-20.0266,58.9603,174,2857,0.701,0.89125094
-20.0283,56.0645,207,1474,2,0.47863009
-20.0285,47.4094,188,4539,0.651,0.74386514
-20.0296,59.085,173,2797,0.305,2.2433319
-20.0312,48.1727,154,4279,0.9,1.03825338
-20.0327,60.8733,203,2326,1.9,0.93905717
-20.034,62.493,205,1628,1.561,1.1563321
-20.034300000000002,46.989,189,4209,2.18,0.64455425
-20.037,62.5,205,1441,0.39545455,1.02573539
-20.0452,59.2029,172,2797,0.814,1.78829479
-20.046,61.194,197,2277,0.3875,0.72443596
-20.055,48.3198,154,4017,0.8,1.2020005
-20.0592,47.5726,188,4398,1.147,0.85040148
-20.0628,61.1293,193,2277,1.2,0.51286138
-20.0657,47.7358,188,4398,0.488,0.72762603
-20.0765,58.9206,180,2857,0.441,0.76636478
-20.0782,60.9992,193,2326,1.6,0.58884366
-20.0796,47.8974,188,4393,0.746,0.68950025
-20.0835,59.0151,168,2797,0.687,0.96895443
-20.085,61.137,197,2277,1.38333333,0.55085252
-20.0875,59.1881,180,2797,0.371,0.60909849
-20.0895,48.4727,154,4017,0.6,1.3209509
-20.0991,48.0577,188,4279,0.47,0.6385663
-20.1071,48.1387,188,4279,0.542,0.78699158
-20.1088,61.6688,203,2051,2.2,1.0098322
-20.1125,59.191,173,2797,0.601,1.57552303
-20.1132,59.1357,170,2797,0.33,1.60810924
-20.1163,48.2187,188,4279,0.759,0.66597758
-20.1174,59.1896,170,2797,0.922,2.21383833
-20.1227,59.1352,170,2797,0.832,0.81527355
-20.1277,48.6282,154,4034,1.1,1.81812386
-20.131,48.3764,188,4017,0.416,0.97182251
-20.1362,60.7927,203,2326,1.8,0.92569284
-20.137,59.2144,173,2797,0.638,1.57552303
-20.1417,61.608,203,2051,1.8,1.00899745
-20.1418,61.1933,193,2277,1.3,0.72443596
-20.143,48.5521,188,4034,0.56,0.86099375
-20.1489,58.9105,168,2857,0.687,0.66204373
-20.155,48.7825,154,4055,1.3,1.66053552
-20.1552,60.928,193,2326,1.4,0.65313055
-20.1582,60.5472,193,2452,1.8,0.53088444
-20.1631,59.0925,178,2797,0.18,0.76972742
-20.1647,48.7425,188,4034,0.446,1.16044352
-20.1647,48.7611,188,4055,0.56,1.16044352
-20.1647,59.2031,172,2797,0.886,1.78829479
-20.1668,48.74,188,4034,0.434,1.16044352
-20.1682,59.3402,169,2788,0.659,0.80352612
-20.1737,61.547,193,2051,1.2,0.53088444
-20.1746,34.3249,362,5193,0.17,0.13975582
-20.1783,48.9602,188,4055,0.918,1.6390145
-20.1786,48.7265,188,4034,0.398,1.16044352
-20.1812,59.0847,171,2797,0.737,0.79878333
-20.191,48.9407,154,4055,1.4,1.28713313
-20.1923,49.1551,188,3941,1.319,1.36478541
-20.203,59.3747,167,2788,1.012,0.86249998
-20.2067,60.6925,204,2452,1,0.67481967
-20.2082,59.0527,176,2797,0.741,0.65252844
-20.2191,59.3609,168,2788,0.678,0.87687546
-20.2193,59.146,170,2797,0.922,0.81527355
-20.2262,59.086,171,2797,0.702,0.79878333
-20.23,61.667,203,2051,1.63173913,0.9354766
-20.233,49.092,118,3941,0.2,0.60834568
-20.2373,49.1467,154,3941,0.9,1.22512887
-20.2434,59.748,166,2764,0.651,0.80978458
-20.2465,61.6662,203,2051,1.6,0.9354766
-20.2473,61.2692,193,2200,1.3,0.65313055
-20.2481,49.5373,188,3971,1.549,1.17056325
-20.249,61.668,203,2051,1.5,0.9354766
-20.2521,56.118,247,1474,0.247,0.37822663
-20.2526,59.2194,172,2797,0.633,1.59259413
-20.257,60.8452,193,2326,1.1,0.49545019
-20.26,59.292,181,2788,0.47,1.11406607
-20.2607,49.7271,188,3971,1.09,0.94731455
-20.262,60.7185,204,2452,0.9,0.67481967
-20.2642,39.003,127,4851,0.8,0.28294018
-20.2669,59.1095,176,2797,1.032,0.71633222
-20.2709,49.9178,188,3561,1.319,1.06750398
-20.274,60.693,204,2452,1.974,0.67481967
-20.2748,60.693,204,2452,1,0.67481967
-20.2769,59.0282,176,2797,0.832,0.6098853
-20.2847,50.1039,188,4196,1.032,0.78059529
-20.3048,49.475,154,4162,1.1,1.03825338
-20.3077,59.1303,176,2797,0.868,0.75249335
-20.3255,34.169,362,5130,0.23,0.29005186
-20.3278,50.6039,187,3902,1.262,0.91986486
-20.3299,50.3366,188,4332,0.661,1.10653323
-20.3338,50.2851,188,4332,1.377,1.04132658
-20.3339,59.7973,168,2732,0.904,1.16813322
-20.3344,59.2303,172,2797,0.187,1.59259413
-20.3351,59.514,168,2764,0.868,0.70854901
-20.3435,50.7952,187,3808,1.262,2.13701978
-20.3463,53.892,152,2375,1.6,0.51068498
-20.3477,50.3395,188,4332,0.66,1.10653323
-20.3481,59.1077,176,2797,0.759,0.75249335
-20.3518,60.5428,193,2452,2.4,0.72443596
-20.352,49.7022,154,3971,1.7,1.00300559
-20.3532,61.345,193,2200,1.6,0.49545019
-20.3588,61.546,193,2051,1.4,0.56885293
-20.359,60.753,193,2326,1.3,0.43151908
-20.3595,53.7522,152,2375,1.4,1.0213497
-20.3631,50.9864,187,3808,1.606,1.85709515
-20.3657,58.9734,174,2857,0.31,0.57328358
-20.3698,58.9561,168,2857,0.796,0.57666534
-20.3734,59.2342,168,2797,1.049,2.00132616
-20.375,53.6108,152,2235,2.2,0.78559093
-20.3807,51.1724,187,3995,2.237,2.53276135
-20.3807,59.202,170,2797,0.85,1.9398574
-20.386,53.468,152,2208,2.4,0.51315453
-20.388,49.8695,154,3561,1.2,1.07887026
-20.4022,53.3283,152,2208,1.9,0.53478815
-20.4025,53.9962,152,2375,0.8,0.52435265
-20.4062,58.9782,180,2857,0.452,0.61756956
-20.409,51.362,187,3892,1.491,1.73300114
-20.4122,59.2016,176,2797,0.886,0.71835143
-20.42,35.667,137,5111,0.18,0.11614486
-20.42,53.1883,153,2498,2,2.11348904
-20.424,32.534,275,4600,0.08,0.07814169
-20.424,35.667,138,5111,0.18,0.11342751
-20.43,50.032,154,4196,1.5,1.05827722
-20.4352,51.5587,187,3732,1.491,1.57650919
-20.4471,34.054,362,5130,0.2,0.14105618
-20.448,53.0487,153,2498,1.9,0.67608298
-20.449,32.484,276,4590,0.07166667,0.0756022
-20.4548,59.1074,176,2797,0.832,0.75249335
-20.4582,50.2323,154,4196,0.5,0.88128116
-20.4596,51.7632,187,3612,2.352,1.49897655
-20.4597,52.7997,153,2666,1.6,0.43151908
-20.4606,59.1737,170,2797,0.796,1.10967668
-20.4607,61.4225,193,2200,2,0.38904514
-20.4728,52.6495,153,2867,1.2,0.43151908
-20.4741,59.1771,177,2797,0.771,1.49623566
-20.4799,51.967,187,3612,1.606,1.93420887
-20.481,60.6252,193,2452,2.4,0.56885293
-20.4811,59.227,167,2797,1.049,1.06119413
-20.4943,52.4462,153,3331,1,0.53088444
-20.4968,59.5703,167,2764,0.796,1.3120897
-20.4983,52.1676,187,3790,1.663,0.85630489
-20.5055,52.3492,153,3797,0.9,0.38904514
-20.5063,59.2455,172,2883,0.669,1.20064649
-20.5085,38.9998,127,4963,0.9,0.2876066
-20.5117,50.4588,154,3279,1,1.07606134
-20.5125,52.3647,187,3797,1.95,0.73127222
-20.5139,59.0937,171,2883,0.164,1.39629629
-20.5188,52.215,153,3806,1.1,0.3758374
-20.5192,52.4238,187,3797,1.606,0.71828747
-20.52,38.62,269,4943,0.107,0.09617951
-20.523,59.0862,179,2883,0.235,1.03760709
-20.5231,52.4429,187,3797,1.759,0.71828747
-20.5243,59.2459,172,2883,0.635,1.20064649
-20.525,38.62,270,4943,0.107,0.09742412
-20.5253,60.585,193,2514,2.2,0.56885293
-20.526,59.0151,168,2883,0.687,0.75446845
-20.5282,50.5597,154,3927,0.7,1.05827722
-20.5308,52.444,187,3797,1.262,0.71828747
-20.538,52.058,153,3806,1,0.40271703
-20.5415,61.5443,193,2010,1,0.51286138
-20.5435,60.5457,193,2514,2.1,0.72443596
-20.5468,51.9132,153,4000,0.7,0.49545019
-20.5533,51.8212,153,4000,1,0.56885293
-20.5607,59.8242,177,2788,1.4,1.30316678
-20.5649,52.6434,187,3535,0.86,0.67034487
-20.5655,51.6872,153,4194,0.9,0.49545019
-20.5658,60.5487,193,2514,2,0.72443596
-20.5665,50.7025,154,3927,0.7,0.89524589
-20.5722,59.0702,179,2883,0.197,0.61873313
-20.58,61.4998,193,2150,1.4,0.54954087
-20.5865,52.8408,187,3059,1.09,0.96562509
-20.59,51.5078,153,4194,0.7,0.43151908
-20.5987,51.3648,153,4230,0.6,0.699842
-20.602,50.8472,154,3999,0.3,1.02728777
-20.6021,53.0349,187,2828,1.147,0.62740409
-20.609,59.1921,176,2883,0.303,1.43711782
-20.6135,59.1753,181,2883,0.796,1.01356005
-20.6153,61.5398,193,2010,1.1,0.54954087
-20.6168,53.2304,187,2828,0.651,1.07522241
-20.6279,59.0668,175,2883,0.305,0.75420051
-20.6285,61.54,193,2010,1.3,0.54954087
-20.6287,51.0818,153,4056,0.7,0.56885293
-20.632,53.4228,187,2881,0.615,0.85722025
-20.6427,59.5269,166,2830,0.705,0.72011801
-20.6499,53.6075,187,2458,0.56,0.92786933
-20.6612,58.9908,178,2901,0.764,1.73838474
-20.6765,58.983,178,2901,0.767,1.73838474
-20.678,53.792,187,2414,0.597,0.46394544
-20.6914,54.0056,187,2734,0.553,0.8223101
-20.6921,53.9791,187,2414,0.56,0.89894041
-20.694,39,127,4773,0.9,0.33443211
-20.6978,53.9967,187,2414,0.542,0.8223101
-20.6993,53.9931,187,2414,1.205,0.8223101
-20.712,54.055,188,2734,1.032,0.91798648
-20.7278,59.1457,176,2883,0.785,0.86869096
-20.7288,59.1428,176,2883,0.813,0.86869096
-20.7292,59.9119,166,2788,0.542,0.92190788
-20.7337,54.2476,186,2734,0.56,0.92257143
-20.7427,33.7593,362,5228,0.2,0.15781675
-20.7427,33.7594,362,5228,0.2,0.15781675
-20.7445,54.447,186,2856,1.262,0.40026843
-20.7457,59.1391,176,2883,0.822,0.84311473
